participant_id,phase_id,trial_order,list,stimulus,condition,catch,response,accuracy,rt,age,rt_measure
z31jz,1,70,19,lodger,CW,test,word,1,629,43,keypress
z31jz,1,71,19,sphikh,SPW,test,non-word,1,496,43,keypress
z31jz,2,136,19,epligue,SPW,test,word,0,712,43,keypress
z31jz,1,72,19,longish,CW,test,non-word,0,1048,43,keypress
z31jz,1,73,19,teaser,CW,test,word,1,642,43,keypress
z31jz,1,74,19,firmly,CW,test,word,1,660,43,keypress
z31jz,1,34,19,woofent,CPW,test,non-word,1,540,43,keypress
z31jz,1,76,19,cheep,SW,test,word,1,888,43,keypress
z31jz,1,36,19,wee,SW,test,word,1,607,43,keypress
z31jz,1,37,19,pinkor,CPW,test,non-word,1,602,43,keypress
z31jz,1,79,19,sleetless,CPW,test,non-word,1,1139,43,keypress
z31jz,1,80,19,tirade,SW,test,word,1,698,43,keypress
z31jz,1,41,19,sizy,CPW,test,non-word,1,623,43,keypress
z31jz,1,42,19,cleaver,CW,test,word,1,1074,43,keypress
z31jz,1,43,19,gadget,SW,test,word,1,530,43,keypress
z31jz,4,323,19,lrtryytmw,NW,catch,non-word,1,451,43,keypress
z31jz,4,324,19,brush,SW,test,word,1,453,43,keypress
z31jz,2,164,19,sultan,SW,test,word,1,704,43,keypress
z31jz,2,165,19,godly,CW,test,word,1,768,43,keypress
z31jz,1,47,19,sleeper,CW,test,word,1,501,43,keypress
z31jz,1,48,19,edlnreo,NW,test,non-word,1,556,43,keypress
z31jz,1,90,19,kickize,CPW,test,non-word,1,489,43,keypress
z31jz,1,91,19,ntntt,NW,test,non-word,1,466,43,keypress
z31jz,1,51,19,venklion,SPW,test,non-word,1,609,43,keypress
z31jz,1,52,19,naughty,SW,test,word,1,588,43,keypress
z31jz,1,53,19,venous,SW,test,non-word,0,729,43,keypress
z31jz,1,54,19,otfgi,NW,test,non-word,1,494,43,keypress
z31jz,2,134,19,eyvhli,NW,test,non-word,1,442,43,keypress
z31jz,2,135,19,eoaajoahi,NW,catch,non-word,1,429,43,keypress
z31jz,1,99,19,fiddler,CW,test,word,1,599,43,keypress
z31jz,1,100,19,seedate,CPW,test,non-word,1,955,43,keypress
z31jz,2,101,19,recent,SW,test,word,1,525,43,keypress
z31jz,3,295,19,troth,SW,test,non-word,0,664,43,keypress
z31jz,3,296,19,ntjq,NW,test,non-word,1,457,43,keypress
z31jz,2,176,19,spongy,CW,test,word,1,1161,43,keypress
z31jz,2,177,19,vegernatre,SPW,test,non-word,1,998,43,keypress
z31jz,2,178,19,when,SW,catch,word,1,826,43,keypress
z31jz,3,259,19,savise,SPW,test,non-word,1,948,43,keypress
z31jz,2,145,19,sturige,SPW,test,non-word,1,740,43,keypress
z31jz,1,28,19,blameless,CW,test,word,1,668,43,keypress
z31jz,1,29,19,iuvih,NW,test,non-word,1,548,43,keypress
z31jz,1,30,19,appliate,CPW,test,non-word,1,721,43,keypress
z31jz,1,31,19,radar,SW,test,word,1,561,43,keypress
z31jz,2,111,19,inkment,CPW,test,non-word,1,774,43,keypress
z31jz,2,112,19,esrtm,NW,test,non-word,1,531,43,keypress
z31jz,2,113,19,peerless,CW,test,non-word,0,906,43,keypress
z31jz,2,114,19,ugliness,CW,test,word,1,658,43,keypress
z31jz,3,230,19,vizier,SW,test,non-word,0,1024,43,keypress
z31jz,3,231,19,onent,CPW,test,non-word,1,826,43,keypress
z31jz,3,232,19,intergeau,SPW,test,non-word,1,492,43,keypress
z31jz,3,233,19,dizziless,CPW,test,non-word,1,708,43,keypress
z31jz,3,234,19,deacon,SW,test,word,1,716,43,keypress
z31jz,3,235,19,aclopis,SPW,test,non-word,1,652,43,keypress
z31jz,3,236,19,nfywrndl,NW,test,non-word,1,460,43,keypress
z31jz,3,237,19,yniwhrr,NW,test,non-word,1,389,43,keypress
z31jz,2,123,19,irptnu,NW,test,non-word,1,415,43,keypress
z31jz,1,1,19,fee,SW,test,word,1,580,43,keypress
z31jz,3,277,19,npogfmuwkg,NW,catch,non-word,1,447,43,keypress
z31jz,1,3,19,miloof,SPW,test,non-word,1,544,43,keypress
z31jz,1,4,19,legalic,CPW,test,non-word,1,838,43,keypress
z31jz,1,5,19,themp,SPW,test,non-word,1,545,43,keypress
z31jz,3,241,19,thinker,CW,test,word,1,590,43,keypress
z31jz,3,242,19,soberly,CW,test,word,1,851,43,keypress
z31jz,2,169,19,grodtor,SPW,test,non-word,1,731,43,keypress
z31jz,2,170,19,smasher,CW,test,word,1,794,43,keypress
z31jz,1,10,19,attention,CW,catch,word,1,1100,43,keypress
z31jz,1,11,19,siftal,CPW,test,non-word,1,651,43,keypress
z31jz,1,55,19,ouihsftk,NW,test,non-word,1,462,43,keypress
z31jz,2,133,19,cooker,CW,test,word,1,592,43,keypress
z31jz,1,56,19,earth,SW,catch,word,1,495,43,keypress
z31jz,1,15,19,zucchini,SW,test,word,1,520,43,keypress
z31jz,3,252,19,jailful,CPW,test,non-word,1,835,43,keypress
z31jz,3,253,19,cuddleless,CPW,test,non-word,1,1221,43,keypress
z31jz,3,254,19,dalliance,CW,test,word,1,872,43,keypress
z31jz,2,102,19,gwcvybea,NW,catch,non-word,1,442,43,keypress
z31jz,2,103,19,rudeness,CW,test,word,1,661,43,keypress
z31jz,2,104,19,mercantile,SW,test,word,1,685,43,keypress
z31jz,3,300,19,sermon,SW,test,word,1,510,43,keypress
z31jz,4,301,19,thvdi,NW,test,non-word,1,468,43,keypress
z31jz,4,302,19,flaims,SPW,test,non-word,1,626,43,keypress
z31jz,2,183,19,vaginic,CPW,test,non-word,1,717,43,keypress
z31jz,4,308,19,dgynlb,NW,test,non-word,1,435,43,keypress
z31jz,4,309,19,balmic,CPW,test,non-word,1,838,43,keypress
z31jz,3,264,19,plumber,CW,test,word,1,573,43,keypress
z31jz,3,265,19,spotty,CW,test,word,1,858,43,keypress
z31jz,3,266,19,exaltation,CW,test,word,1,850,43,keypress
z31jz,3,267,19,iuaerpu,NW,test,non-word,1,564,43,keypress
z31jz,3,268,19,fwnstmkhwu,NW,catch,non-word,1,536,43,keypress
z31jz,3,269,19,ummseovbh,NW,catch,non-word,1,455,43,keypress
z31jz,3,270,19,gentility,CW,test,non-word,0,961,43,keypress
z31jz,3,271,19,tizzy,SW,test,non-word,0,741,43,keypress
z31jz,1,39,19,houth,SPW,test,non-word,1,583,43,keypress
z31jz,1,40,19,patronize,CW,test,word,1,595,43,keypress
z31jz,2,158,19,cincusy,SPW,test,non-word,1,533,43,keypress
z31jz,2,159,19,purify,CW,test,word,1,675,43,keypress
z31jz,2,160,19,grindant,CPW,test,non-word,1,794,43,keypress
z31jz,2,161,19,finalist,CW,test,word,1,679,43,keypress
z31jz,2,198,19,aaewu,NW,test,non-word,1,526,43,keypress
z31jz,3,278,19,tartow,SPW,test,non-word,1,496,43,keypress
z31jz,3,279,19,dumben,CPW,test,non-word,1,768,43,keypress
z31jz,2,166,19,leader,CW,test,word,1,516,43,keypress
z31jz,2,167,19,idiotic,CW,test,word,1,802,43,keypress
z31jz,2,168,19,defiant,CW,test,word,1,558,43,keypress
z31jz,3,204,19,assessment,CW,test,word,1,710,43,keypress
z31jz,1,93,19,plumbify,CPW,test,non-word,1,621,43,keypress
z31jz,2,171,19,braffs,SPW,test,non-word,1,894,43,keypress
z31jz,2,172,19,lkhryhra,NW,test,non-word,1,447,43,keypress
z31jz,2,173,19,femur,SW,test,word,1,623,43,keypress
z31jz,2,174,19,rouse,SW,test,word,1,2155,43,keypress
z31jz,1,98,19,dbfhlhi,NW,test,non-word,1,446,43,keypress
z31jz,1,57,19,largely,CW,test,word,1,712,43,keypress
z31jz,1,58,19,rsgvti,NW,test,non-word,1,463,43,keypress
z31jz,3,292,19,existent,CW,test,word,1,986,43,keypress
z31jz,2,175,19,nrhfiu,NW,test,non-word,1,464,43,keypress
z31jz,1,18,19,plate,SW,test,word,1,613,43,keypress
z31jz,3,294,19,wary,CW,test,word,1,938,43,keypress
z31jz,3,217,19,plungant,CPW,test,non-word,1,756,43,keypress
z31jz,2,179,19,malt,SW,test,word,1,629,43,keypress
z31jz,3,258,19,nought,SW,test,word,1,875,43,keypress
z31jz,3,260,19,cheapen,CW,test,word,1,906,43,keypress
z31jz,3,261,19,billowy,CW,test,non-word,0,738,43,keypress
z31jz,3,262,19,valom,SPW,test,non-word,1,744,43,keypress
z31jz,3,263,19,blarn,SPW,test,non-word,1,717,43,keypress
z31jz,1,69,19,red,SW,catch,word,1,477,43,keypress
z31jz,3,226,19,otkkh,NW,test,non-word,1,530,43,keypress
z31jz,4,310,19,fuex,SPW,test,non-word,1,512,43,keypress
z31jz,4,311,19,wettant,CPW,test,non-word,1,525,43,keypress
z31jz,1,75,19,artillery,SW,test,word,1,630,43,keypress
z31jz,2,188,19,croster,SPW,test,non-word,1,726,43,keypress
z31jz,1,77,19,scrouled,SPW,test,non-word,1,794,43,keypress
z31jz,1,78,19,dumbic,CPW,test,non-word,1,899,43,keypress
z31jz,2,192,19,torpetic,SPW,test,non-word,1,804,43,keypress
z31jz,2,193,19,legaler,CPW,test,non-word,1,729,43,keypress
z31jz,1,81,19,jerkify,CPW,test,non-word,1,697,43,keypress
z31jz,1,82,19,heedant,CPW,test,non-word,1,817,43,keypress
z31jz,1,83,19,pleasant,CW,test,word,1,556,43,keypress
z31jz,2,197,19,srbbsyny,NW,test,non-word,1,461,43,keypress
z31jz,3,276,19,paunchy,CW,test,word,1,1070,43,keypress
z31jz,1,85,19,lessen,CW,test,word,1,596,43,keypress
z31jz,1,86,19,swastika,SW,test,word,1,703,43,keypress
z31jz,1,87,19,mugger,CW,test,word,1,607,43,keypress
z31jz,1,88,19,hneefho,NW,test,non-word,1,563,43,keypress
z31jz,1,89,19,fancyism,CPW,test,non-word,1,647,43,keypress
z31jz,1,7,19,amble,SW,test,non-word,0,1028,43,keypress
z31jz,3,283,19,edbo,SPW,test,non-word,1,461,43,keypress
z31jz,1,94,19,job,SW,catch,word,1,480,43,keypress
z31jz,1,95,19,loyter,SPW,test,non-word,1,624,43,keypress
z31jz,3,286,19,mocker,CW,test,word,1,2281,43,keypress
z31jz,1,97,19,strumpet,SW,test,word,1,868,43,keypress
z31jz,3,288,19,glased,SPW,test,non-word,1,718,43,keypress
z31jz,3,212,19,vantage,SW,test,word,1,1337,43,keypress
z31jz,3,213,19,ratify,SW,test,word,1,1279,43,keypress
z31jz,3,214,19,cloth,SW,test,word,1,551,43,keypress
z31jz,3,215,19,mowous,CPW,test,non-word,1,701,43,keypress
z31jz,3,293,19,fpfhhytt,NW,test,non-word,1,582,43,keypress
z31jz,3,216,19,ekttwt,NW,test,non-word,1,884,43,keypress
z31jz,4,338,19,banishment,CW,test,word,1,691,43,keypress
z31jz,3,218,19,rye,SW,test,word,1,609,43,keypress
z31jz,2,180,19,ixhh,NW,test,non-word,1,519,43,keypress
z31jz,2,181,19,nndkc,NW,test,non-word,1,423,43,keypress
z31jz,2,182,19,seemence,CPW,test,non-word,1,777,43,keypress
z31jz,2,107,19,priorment,CPW,test,non-word,1,1236,43,keypress
z31jz,2,146,19,leprosy,SW,test,word,1,971,43,keypress
z31jz,2,110,19,pursuer,CW,test,word,1,778,43,keypress
z31jz,2,148,19,onyaenn,NW,test,non-word,1,497,43,keypress
z31jz,3,227,19,itvtwsfoh,NW,catch,non-word,1,1002,43,keypress
z31jz,3,228,19,nuyeknk,NW,test,non-word,1,453,43,keypress
z31jz,3,229,19,cashier,CW,test,word,1,646,43,keypress
z31jz,4,360,19,xytk,NW,test,non-word,1,430,43,keypress
z31jz,4,361,19,plentyism,CPW,test,non-word,1,800,43,keypress
z31jz,4,362,19,jaunt,SW,test,word,1,860,43,keypress
z31jz,4,363,19,scientock,SPW,test,non-word,1,660,43,keypress
z31jz,4,364,19,cool,SW,catch,word,1,486,43,keypress
z31jz,4,365,19,armless,CW,test,word,1,1303,43,keypress
z31jz,4,366,19,stake,SW,test,word,1,838,43,keypress
z31jz,4,367,19,trert,SPW,test,non-word,1,552,43,keypress
z31jz,4,368,19,guzzler,CW,test,word,1,749,43,keypress
z31jz,4,322,19,careless,CW,test,word,1,525,43,keypress
z31jz,4,321,19,candidify,CPW,test,non-word,1,735,43,keypress
z31jz,2,199,19,acacia,SW,test,word,1,925,43,keypress
z31jz,2,200,19,venality,CW,test,non-word,0,876,43,keypress
z31jz,3,280,19,equine,SW,test,word,1,741,43,keypress
z31jz,1,6,19,shameful,CW,test,word,1,542,43,keypress
z31jz,3,282,19,juys,SPW,test,non-word,1,517,43,keypress
z31jz,4,329,19,deceit,SW,test,word,1,842,43,keypress
z31jz,3,284,19,wile,SW,test,word,1,589,43,keypress
z31jz,3,285,19,swede,SW,test,word,1,1114,43,keypress
z31jz,3,206,19,cursmy,SPW,test,non-word,1,737,43,keypress
z31jz,3,287,19,readily,CW,test,word,1,562,43,keypress
z31jz,3,209,19,healthish,CPW,test,non-word,1,901,43,keypress
z31jz,3,289,19,badge,SW,test,word,1,558,43,keypress
z31jz,3,290,19,sponge,SW,test,word,1,507,43,keypress
z31jz,1,16,19,gisachs,SPW,test,non-word,1,511,43,keypress
z31jz,1,17,19,diitas,SPW,test,non-word,1,710,43,keypress
z31jz,4,337,19,dumb,SW,test,word,1,509,43,keypress
z31jz,4,400,19,elvish,CW,test,word,1,905,43,keypress
z31jz,2,153,19,maze,SW,test,word,1,485,43,keypress
z31jz,4,339,19,frigate,SW,test,word,1,1178,43,keypress
z31jz,3,219,19,raicy,SPW,test,non-word,1,860,43,keypress
z31jz,2,105,19,omega,SW,test,word,1,630,43,keypress
z31jz,2,106,19,chipmunk,SW,test,word,1,600,43,keypress
z31jz,3,221,19,skimpy,CW,test,word,1,612,43,keypress
z31jz,2,108,19,perlold,SPW,test,non-word,1,694,43,keypress
z31jz,2,147,19,lwfgudtw,NW,test,non-word,1,447,43,keypress
z31jz,3,225,19,collite,SPW,test,non-word,1,1075,43,keypress
z31jz,2,149,19,flacorgo,SPW,test,non-word,1,520,43,keypress
z31jz,1,32,19,planify,CPW,test,non-word,1,645,43,keypress
z31jz,4,399,19,uthfkm,NW,test,non-word,1,499,43,keypress
z31jz,3,201,19,rot,SW,test,word,1,486,43,keypress
z31jz,3,281,19,hounen,SPW,test,non-word,1,611,43,keypress
z31jz,2,154,19,sickary,CPW,test,non-word,1,654,43,keypress
z31jz,2,155,19,plued,SPW,test,non-word,1,823,43,keypress
z31jz,4,315,19,sorbet,SW,test,word,1,689,43,keypress
z31jz,3,272,19,osdtfh,NW,test,non-word,1,491,43,keypress
z31jz,3,273,19,streamer,CW,test,word,1,867,43,keypress
z31jz,3,274,19,faney,SPW,test,non-word,1,653,43,keypress
z31jz,3,275,19,defyist,CPW,test,non-word,1,670,43,keypress
z31jz,4,318,19,adanka,SPW,test,non-word,1,445,43,keypress
z31jz,4,319,19,heifer,SW,test,word,1,759,43,keypress
z31jz,4,320,19,ringify,CPW,test,non-word,1,636,43,keypress
z31jz,4,336,19,iopql,NW,test,non-word,1,468,43,keypress
z31jz,2,185,19,typt,SPW,test,non-word,1,565,43,keypress
z31jz,2,186,19,rhythmic,CW,test,word,1,962,43,keypress
z31jz,3,203,19,wise,SW,test,word,1,461,43,keypress
z31jz,4,328,19,titanic,CW,test,word,1,572,43,keypress
z31jz,4,340,19,yfsgtgc,NW,test,non-word,1,448,43,keypress
z31jz,3,205,19,grotesque,SW,test,word,1,598,43,keypress
z31jz,4,330,19,tacticable,CPW,test,non-word,1,1075,43,keypress
z31jz,1,96,19,vglvlbo,NW,test,non-word,1,442,43,keypress
z31jz,3,207,19,nrfnmv,NW,test,non-word,1,416,43,keypress
z31jz,3,210,19,effact,SPW,test,non-word,1,956,43,keypress
z31jz,3,211,19,threatary,CPW,test,non-word,1,906,43,keypress
z31jz,3,291,19,airless,CW,test,non-word,0,715,43,keypress
z31jz,2,184,19,flatness,CW,test,word,1,661,43,keypress
z31jz,4,354,19,ingenue,SW,test,non-word,0,723,43,keypress
z31jz,4,325,19,bummer,CW,test,word,1,518,43,keypress
z31jz,4,312,19,eoakaiii,NW,test,non-word,1,460,43,keypress
z31jz,4,313,19,injury,CW,test,word,1,630,43,keypress
z31jz,4,314,19,loyalent,CPW,test,non-word,1,680,43,keypress
z31jz,4,341,19,graphic,CW,test,word,1,546,43,keypress
z31jz,3,220,19,coldness,CW,test,word,1,909,43,keypress
z31jz,4,342,19,larva,SW,test,word,1,543,43,keypress
z31jz,3,222,19,tweeter,CW,test,word,1,775,43,keypress
z31jz,2,109,19,widely,CW,test,word,1,781,43,keypress
z31jz,3,224,19,propriety,SW,test,word,1,615,43,keypress
z31jz,4,353,19,troop,SW,test,word,1,583,43,keypress
z31jz,4,335,19,hhnlhtdt,NW,test,non-word,1,426,43,keypress
z31jz,4,334,19,enmcmnl,NW,test,non-word,1,473,43,keypress
z31jz,4,355,19,ebttz,NW,test,non-word,1,459,43,keypress
z31jz,3,202,19,etklhh,NW,test,non-word,1,477,43,keypress
z31jz,4,327,19,crucial,SW,test,word,1,601,43,keypress
z31jz,4,358,19,cloudent,CPW,test,non-word,1,663,43,keypress
z31jz,4,359,19,loft,SW,test,word,1,545,43,keypress
z31jz,4,316,19,bearful,CPW,test,non-word,1,1370,43,keypress
z31jz,2,194,19,epbgdb,NW,test,non-word,1,494,43,keypress
z31jz,2,195,19,hast,SW,test,non-word,0,941,43,keypress
z31jz,2,196,19,penalized,CW,test,word,1,859,43,keypress
z31jz,3,208,19,oyssdsnhh,NW,catch,non-word,1,451,43,keypress
z31jz,4,333,19,clammary,CPW,test,non-word,1,739,43,keypress
z31jz,4,349,19,invokous,CPW,test,non-word,1,493,43,keypress
z31jz,4,346,19,loyalty,CW,test,word,1,544,43,keypress
z31jz,4,350,19,afflart,SPW,test,non-word,1,596,43,keypress
z31jz,4,356,19,skeleton,SW,test,word,1,546,43,keypress
z31jz,4,357,19,skastle,SPW,test,non-word,1,761,43,keypress
z31jz,2,152,19,mindless,CW,test,word,1,827,43,keypress
z31jz,1,33,19,goon,SW,test,word,1,759,43,keypress
z31jz,2,187,19,panic,SW,test,word,1,527,43,keypress
z31jz,2,189,19,armadillo,SW,test,word,1,653,43,keypress
z31jz,4,331,19,lassie,CW,test,word,1,763,43,keypress
z31jz,4,343,19,sufferize,CPW,test,non-word,1,622,43,keypress
z31jz,3,223,19,alter,SW,test,word,1,628,43,keypress
z31jz,4,345,19,marpy,SPW,test,non-word,1,603,43,keypress
z31jz,4,332,19,mhwtbnmr,NW,test,non-word,1,441,43,keypress
z31jz,4,348,19,ihtywaea,NW,test,non-word,1,427,43,keypress
z31jz,2,157,19,howlize,CPW,test,non-word,1,784,43,keypress
z31jz,2,150,19,shockery,CPW,test,non-word,1,799,43,keypress
z31jz,4,326,19,pressant,CPW,test,non-word,1,781,43,keypress
z31jz,2,156,19,lucerne,SW,test,non-word,0,1514,43,keypress
z31jz,4,351,19,lately,CW,catch,word,1,815,43,keypress
z31jz,4,317,19,boftel,SPW,test,non-word,1,509,43,keypress
z31jz,4,344,19,zed,SW,test,non-word,0,625,43,keypress
z31jz,4,352,19,butterize,CPW,test,non-word,1,612,43,keypress
z31jz,2,190,19,shorty,CW,test,word,1,631,43,keypress
z31jz,4,347,19,harassment,CW,test,word,1,540,43,keypress
z31jz,2,191,19,sleeveless,CW,test,word,1,1209,43,keypress
Z3CdE,2,148,15,ottoman,SW,test,word,1,867,50,keypress
Z3CdE,2,149,15,concur,SW,test,word,1,692,50,keypress
Z3CdE,2,155,15,must,SW,catch,word,1,886,50,keypress
Z3CdE,4,328,9,othshlkr,NW,test,non-word,1,520,50,keypress
Z3CdE,1,17,7,bulky,CW,test,word,1,786,50,keypress
Z3CdE,4,372,7,mjiyitk,NW,test,non-word,1,446,50,keypress
Z3CdE,4,342,9,dejuit,SPW,test,non-word,1,589,50,keypress
Z3CdE,4,326,9,cancelal,CPW,test,non-word,1,917,50,keypress
Z3CdE,1,7,7,dizzyion,CPW,test,non-word,1,628,50,keypress
Z3CdE,1,13,7,mutuality,CW,test,word,1,711,50,keypress
Z3CdE,3,288,9,dale,SW,test,non-word,0,703,50,keypress
Z3CdE,1,15,7,hacienda,SW,test,non-word,0,1181,50,keypress
Z3CdE,3,206,15,riotence,CPW,test,non-word,1,760,50,keypress
Z3CdE,3,213,9,chamber,SW,test,word,1,642,50,keypress
Z3CdE,2,154,15,planter,CW,test,word,1,712,50,keypress
Z3CdE,4,378,15,lucurnt,SPW,test,non-word,1,621,50,keypress
Z3CdE,1,22,15,cancelary,CPW,test,non-word,1,900,50,keypress
Z3CdE,4,339,9,ibsfuo,NW,test,non-word,1,440,50,keypress
Z3CdE,2,140,15,groovist,CPW,test,non-word,1,687,50,keypress
Z3CdE,2,165,9,rereyer,SPW,test,non-word,1,1160,50,keypress
Z3CdE,4,341,9,solely,CW,test,word,1,537,50,keypress
Z3CdE,4,344,9,blindly,CW,test,word,1,590,50,keypress
Z3CdE,2,153,15,ikoww,NW,test,non-word,1,484,50,keypress
Z3CdE,1,21,15,striss,SPW,test,non-word,1,860,50,keypress
Z3CdE,4,377,15,puffy,CW,test,word,1,717,50,keypress
Z3CdE,2,124,9,finishion,CPW,test,non-word,1,737,50,keypress
Z3CdE,4,343,9,ring,SW,catch,word,1,555,50,keypress
Z3CdE,4,327,9,rhythm,SW,test,word,1,566,50,keypress
Z3CdE,1,22,9,shovelful,CW,test,word,1,1142,50,keypress
Z3CdE,1,71,7,ooyqnp,NW,test,non-word,1,576,50,keypress
Z3CdE,2,139,15,poacher,CW,test,word,1,696,50,keypress
Z3CdE,4,381,9,edgy,CW,test,word,1,583,50,keypress
Z3CdE,2,150,15,hasten,CW,test,word,1,590,50,keypress
Z3CdE,1,12,7,charger,CW,test,word,1,552,50,keypress
Z3CdE,4,340,9,modestly,CW,test,word,1,639,50,keypress
Z3CdE,4,338,9,rnrbpgt,NW,test,non-word,1,528,50,keypress
Z3CdE,3,285,9,earnment,CPW,test,non-word,1,1476,50,keypress
Z3CdE,3,286,9,nuyukooc,NW,test,non-word,1,471,50,keypress
Z3CdE,1,16,7,frahl,SPW,test,non-word,1,628,50,keypress
Z3CdE,4,380,9,salivate,CW,test,word,1,696,50,keypress
Z3CdE,4,337,7,dumbly,CW,test,word,1,799,50,keypress
Z3CdE,4,378,9,cogention,CPW,test,non-word,1,659,50,keypress
Z3CdE,2,123,9,krpoirwwww,NW,catch,non-word,1,510,50,keypress
Z3CdE,4,335,7,prabe,SPW,test,non-word,1,602,50,keypress
Z3CdE,1,6,7,lancer,CW,test,word,1,903,50,keypress
Z3CdE,3,275,9,tousure,SPW,test,non-word,1,736,50,keypress
Z3CdE,2,147,15,etswtw,NW,test,non-word,1,443,50,keypress
Z3CdE,1,14,7,ravaim,SPW,test,non-word,1,559,50,keypress
Z3CdE,1,20,15,distally,CW,test,non-word,0,737,50,keypress
Z3CdE,3,283,9,maturity,CW,test,word,1,681,50,keypress
Z3CdE,3,209,9,ytthd,NW,test,non-word,1,719,50,keypress
Z3CdE,4,379,9,repelary,CPW,test,non-word,1,829,50,keypress
Z3CdE,2,166,9,hhbdtlcm,NW,test,non-word,1,589,50,keypress
Z3CdE,3,207,9,beholder,CW,test,word,1,970,50,keypress
Z3CdE,4,333,7,fug,SW,test,non-word,0,722,50,keypress
Z3CdE,4,325,9,latch,SW,test,word,1,568,50,keypress
Z3CdE,3,272,9,fink,SW,test,non-word,0,847,50,keypress
Z3CdE,2,167,9,tuneless,CW,test,non-word,0,886,50,keypress
Z3CdE,3,289,9,secretly,CW,test,word,1,652,50,keypress
Z3CdE,4,329,9,wretch,SW,test,word,1,867,50,keypress
Z3CdE,3,284,9,gentlity,CPW,test,non-word,1,1016,50,keypress
Z3CdE,3,206,9,doex,SPW,test,non-word,1,779,50,keypress
Z3CdE,4,334,9,wholly,CW,test,word,1,580,50,keypress
Z3CdE,2,144,15,srhtl,NW,test,non-word,1,479,50,keypress
Z3CdE,4,339,15,dalrot,SPW,test,non-word,1,619,50,keypress
Z3CdE,3,203,9,sebom,SPW,test,non-word,1,587,50,keypress
Z3CdE,4,377,9,devilish,CW,test,word,1,554,50,keypress
Z3CdE,2,138,15,deputation,CW,test,non-word,0,1100,50,keypress
Z3CdE,4,334,7,squalor,SW,test,word,1,677,50,keypress
Z3CdE,3,202,9,leggy,CW,test,non-word,0,962,50,keypress
Z3CdE,4,328,15,etrlwnb,NW,test,non-word,1,478,50,keypress
Z3CdE,4,329,15,remotely,CW,test,word,1,638,50,keypress
Z3CdE,3,214,9,slack,SW,test,word,1,547,50,keypress
Z3CdE,3,211,9,gkfcththh,NW,catch,non-word,1,589,50,keypress
Z3CdE,1,11,7,address,SW,test,word,1,610,50,keypress
Z3CdE,4,337,9,wisence,CPW,test,non-word,1,676,50,keypress
Z3CdE,3,281,9,climbary,CPW,test,non-word,1,697,50,keypress
Z3CdE,3,208,9,hauler,CW,test,word,1,580,50,keypress
Z3CdE,2,164,9,heedness,CPW,test,non-word,1,1294,50,keypress
Z3CdE,1,70,7,killer,CW,catch,word,1,508,50,keypress
Z3CdE,4,332,7,dhtwi,NW,test,non-word,1,554,50,keypress
Z3CdE,2,150,9,brassas,SPW,test,non-word,1,756,50,keypress
Z3CdE,2,135,15,chrome,SW,test,word,1,600,50,keypress
Z3CdE,1,19,15,platity,CPW,test,non-word,1,966,50,keypress
Z3CdE,3,245,7,tramp,SW,test,word,1,596,50,keypress
Z3CdE,1,3,7,humble,SW,test,word,1,540,50,keypress
Z3CdE,4,335,9,bargain,SW,test,word,1,505,50,keypress
Z3CdE,4,336,9,biblical,SW,test,word,1,672,50,keypress
Z3CdE,2,145,15,aoaoaoi,NW,test,non-word,1,499,50,keypress
Z3CdE,2,146,15,rwwfyn,NW,test,non-word,1,458,50,keypress
Z3CdE,2,163,9,pemser,SPW,test,non-word,1,785,50,keypress
Z3CdE,3,205,9,gusto,SW,test,word,1,599,50,keypress
Z3CdE,4,371,7,victorer,CPW,test,non-word,1,715,50,keypress
Z3CdE,4,324,9,yearly,CW,test,word,1,739,50,keypress
Z3CdE,3,204,9,subtle,SW,test,word,1,709,50,keypress
Z3CdE,2,179,15,mummify,CW,test,word,1,723,50,keypress
Z3CdE,2,133,15,propane,SW,test,word,1,651,50,keypress
Z3CdE,4,362,7,umbrage,SW,test,word,1,634,50,keypress
Z3CdE,3,246,7,puffer,CW,test,word,1,1058,50,keypress
Z3CdE,4,367,7,mentality,CW,test,word,1,716,50,keypress
Z3CdE,4,332,9,bunion,SW,test,word,1,824,50,keypress
Z3CdE,2,157,15,weirdness,CW,test,word,1,642,50,keypress
Z3CdE,4,315,9,fleecate,CPW,test,non-word,1,547,50,keypress
Z3CdE,3,282,9,osdtp,NW,test,non-word,1,512,50,keypress
Z3CdE,4,331,9,rfynssi,NW,test,non-word,1,530,50,keypress
Z3CdE,3,205,15,leaden,CW,test,non-word,0,917,50,keypress
Z3CdE,1,10,7,refidler,SPW,test,non-word,1,1234,50,keypress
Z3CdE,3,204,15,tidings,SW,test,word,1,1004,50,keypress
Z3CdE,4,321,9,cluck,SW,test,word,1,1338,50,keypress
Z3CdE,2,121,9,jerkable,CPW,test,non-word,1,848,50,keypress
Z3CdE,2,122,9,fussy,CW,test,word,1,638,50,keypress
Z3CdE,1,4,7,brollem,SPW,test,non-word,1,584,50,keypress
Z3CdE,3,212,9,wakeful,CW,test,word,1,659,50,keypress
Z3CdE,2,156,15,family,SW,catch,word,1,543,50,keypress
Z3CdE,4,316,9,ghbnvid,NW,test,non-word,1,466,50,keypress
Z3CdE,2,142,15,ashen,CW,test,word,1,1025,50,keypress
Z3CdE,4,333,9,original,CW,test,word,1,592,50,keypress
Z3CdE,4,373,9,toque,SW,test,non-word,0,679,50,keypress
